domain,gamma,cluster_id,prompts_in_cluster,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
TinyStories validation,4,59,1,-0.5256944444444445,-0.5256944444444445,-0.1475839438339438,-0.4888888888888887,-3.90625
TinyStories validation,4,60,1,0.5138888888888887,0.513888888888889,0.17862294366326625,0.5010101010101007,4.6875
TinyStories validation,4,61,1,-0.2861111111111112,-0.23838383838383842,-0.0574287050023375,-0.3111111111111111,-2.34375
TinyStories validation,4,62,1,-0.032638888888888884,-0.05763888888888885,-0.03175938206110619,-0.0888888888888888,-0.78125
TinyStories validation,4,63,1,-0.39722222222222214,-0.39722222222222225,-0.13437207850444777,-0.4121212121212119,-3.90625
TinyStories validation,4,64,1,0.09444444444444433,0.0944444444444445,0.06170248209228721,0.016161616161616044,0.0
TinyStories validation,4,65,1,-0.02430555555555547,-0.02430555555555558,0.00998949167052618,-0.050505050505050386,-0.78125
TinyStories validation,4,66,1,0.2979166666666667,0.29791666666666666,0.09177335345813603,0.28888888888888875,2.34375
TinyStories validation,4,67,1,0.16666666666666663,0.16666666666666669,0.05005456759489016,0.16161616161616155,1.5625
TinyStories validation,4,68,1,0.16388888888888875,0.16388888888888892,0.06542866559551763,0.16161616161616155,1.5625
TinyStories validation,4,69,1,0.6047619047619048,0.6047619047619048,0.19476600985221676,0.5968253968253967,3.90625
TinyStories validation,4,70,1,0.022222222222222254,0.0222222222222222,0.028274959742351058,0.07272727272727275,0.78125
TinyStories validation,4,71,1,-0.07499999999999996,-0.07500000000000001,-0.03379515599343186,-0.07272727272727275,-0.78125
TinyStories validation,4,72,1,0.1659722222222222,0.14324494949494954,0.04652030811235483,0.21212121212121193,2.34375
TinyStories validation,4,73,1,0.3027777777777777,0.3277777777777778,0.08011450395071082,0.2727272727272727,2.34375
TinyStories validation,4,74,1,0.12083333333333346,0.09583333333333333,0.006240389420674272,0.11111111111111116,0.78125
TinyStories validation,4,75,1,0.2305555555555555,0.20782828282828283,0.05904425062691189,0.25050505050505034,2.34375
TinyStories validation,4,76,1,0.01388888888888884,0.013888888888888895,0.00909899436039592,0.016161616161616044,0.0
TinyStories validation,4,77,1,-0.29454365079365086,-0.2945436507936508,-0.06310718267240006,-0.34285714285714275,-2.34375
TinyStories validation,4,78,1,-0.08819444444444446,-0.08819444444444446,0.01120544525716935,-0.0888888888888888,-0.78125
TinyStories validation,4,79,1,-0.19999999999999984,-0.20000000000000007,-0.09166666666666666,-0.13939393939393918,-1.5625
TinyStories validation,4,80,1,0.06458333333333333,0.0595328282828283,0.018321678321678303,0.03838383838383841,0.0
TinyStories validation,4,81,1,-0.15277777777777768,-0.1527777777777778,-0.023421382257589135,-0.1777777777777776,-1.5625
TinyStories validation,4,82,1,0.16666666666666663,0.16666666666666669,0.06573591724363115,0.16161616161616155,1.5625
TinyStories validation,4,83,1,-0.13749999999999996,-0.1375,-0.04785768190940605,-0.13333333333333341,-1.5625
TinyStories validation,4,84,1,-0.2388888888888887,-0.23888888888888893,-0.060500354981239554,-0.2343434343434343,-2.34375
TinyStories validation,4,85,1,0.13731060606060608,0.11458333333333331,0.0520458376802382,0.11111111111111116,0.78125
TinyStories validation,4,86,1,-0.09166666666666667,-0.09166666666666667,-0.061044812415220945,-0.0888888888888888,-0.78125
TinyStories validation,4,87,1,0.0,0.0,0.01139206419378834,0.0,0.0
TinyStories validation,4,88,1,0.06875000000000009,0.06874999999999998,0.01353114478114481,0.06060606060606066,0.78125
TinyStories validation,4,89,1,-0.1673611111111113,-0.16736111111111107,-0.05926236917616229,-0.1838383838383839,-1.5625
TinyStories validation,4,90,1,0.45972222222222237,0.4597222222222222,0.1692148431278866,0.4222222222222223,3.125
TinyStories validation,4,91,1,-0.547222222222222,-0.5263888888888889,-0.17303890340974737,-0.5333333333333332,-5.46875
TinyStories validation,4,92,1,-0.19999999999999996,-0.2,-0.07738683105999448,-0.19999999999999996,-1.5625
TinyStories validation,4,93,1,0.36805555555555547,0.3680555555555556,0.11463908058735645,0.38383838383838376,3.90625
TinyStories validation,4,94,1,-0.15555555555555556,-0.15555555555555556,-0.03826172231344645,-0.1777777777777776,-1.5625
TinyStories validation,4,95,1,0.06955128205128208,0.09227855477855473,0.014539106026788429,0.06744366744366725,0.78125
TinyStories validation,4,96,1,-0.02013888888888893,-0.020138888888888873,-0.01403602782913127,-0.016161616161616044,0.0
TinyStories validation,4,97,1,-0.23402777777777783,-0.23402777777777778,-0.08337475742648154,-0.19999999999999996,-1.5625
TinyStories validation,4,98,1,-0.04513888888888884,-0.022411616161616188,-0.002259643115183091,-0.10101010101010088,-0.78125
TinyStories validation,4,99,1,-0.09930555555555542,-0.09930555555555559,-0.04283839364658329,-0.12323232323232314,-1.5625
TinyStories validation,4,100,1,0.3368055555555557,0.3368055555555555,0.15264134014134018,0.3333333333333335,2.34375
TinyStories validation,4,101,1,-0.03888888888888897,-0.03888888888888886,0.010556311643268187,-0.0888888888888888,-0.78125
TinyStories validation,4,102,1,-0.2729166666666668,-0.27291666666666664,-0.08055213464696223,-0.28888888888888875,-2.34375
TinyStories validation,4,103,1,-0.6268037518037517,-0.6268037518037518,-0.23103373400137758,-0.5740259740259741,-6.25
TinyStories validation,4,104,1,0.11944444444444446,0.11944444444444446,0.07138567935891046,0.0888888888888888,0.78125
TinyStories validation,4,105,1,0.635218253968254,0.635218253968254,0.19497403017739617,0.7044733044733043,5.46875
TinyStories validation,4,106,1,0.11458333333333337,0.11458333333333331,0.023644179894179898,0.11111111111111116,0.78125
TinyStories validation,4,107,1,0.02499999999999991,0.025000000000000022,0.002262777532174076,0.0,0.0
TinyStories validation,4,108,1,0.3972222222222222,0.3763888888888889,0.12013763197586726,0.42222222222222217,3.90625
TinyStories validation,4,109,1,-0.11944444444444446,-0.11944444444444446,-0.03058748403575992,-0.0888888888888888,-0.78125
TinyStories validation,4,110,1,-0.5645833333333332,-0.5645833333333334,-0.20148670027702284,-0.523232323232323,-4.6875
TinyStories validation,4,111,1,-0.39236111111111116,-0.3923611111111111,-0.11110403579572221,-0.38383838383838387,-3.125
TinyStories validation,4,112,1,0.17847222222222214,0.17847222222222225,0.046425333925333906,0.19999999999999984,2.34375
TinyStories validation,4,113,1,-0.35119047619047616,-0.3511904761904763,-0.10414107832586092,-0.3206349206349204,-2.34375
TinyStories validation,4,114,1,-0.09236111111111112,-0.09236111111111112,-0.025303955165274478,-0.03838383838383841,0.0
TinyStories validation,4,115,1,-0.06358363858363875,-0.06358363858363864,-0.0047708422708422765,-0.06935286935286933,0.78125
TinyStories validation,4,116,1,0.3486111111111112,0.3486111111111111,0.10866015023623717,0.3111111111111111,2.34375
TinyStories validation,4,117,1,0.1785714285714286,0.1785714285714286,0.06111225141397557,0.1428571428571428,0.78125
TinyStories validation,4,118,1,0.32518939393939406,0.32518939393939394,0.12067511881888968,0.3616161616161615,3.125
TinyStories validation,4,119,1,-0.08333333333333326,-0.06060606060606066,-0.014502060838267744,-0.050505050505050386,-0.78125
TinyStories validation,4,120,1,0.125,0.125,0.06212760235345717,0.1454545454545455,1.5625
TinyStories validation,4,121,1,0.12569444444444466,0.1256944444444444,0.03337959083926825,0.14949494949494957,0.78125
TinyStories validation,4,122,1,0.2146825396825398,0.2146825396825397,0.09980209747916621,0.1812409812409812,0.78125
TinyStories validation,4,123,1,-0.12291666666666673,-0.12291666666666662,-0.033342466732426204,-0.1393939393939393,-0.78125
TinyStories validation,4,124,1,-0.513888888888889,-0.5138888888888888,-0.17144333815997984,-0.5111111111111111,-3.90625
TinyStories validation,4,125,1,-0.23402777777777783,-0.23402777777777778,-0.09901556776556777,-0.19999999999999996,-1.5625
TinyStories validation,4,126,1,-0.07499999999999996,-0.09999999999999998,-0.037073110079575616,-0.07272727272727275,-0.78125
TinyStories validation,4,127,1,0.16180555555555565,0.16180555555555554,0.030166829949438645,0.13333333333333353,0.78125
TinyStories validation,8,0,1,-0.02767857142857144,-0.027678571428571386,-0.0060617751894086365,-0.05714285714285716,-0.78125
TinyStories validation,8,1,1,0.30912698412698414,0.3341269841269841,0.04615704815093953,0.3266955266955267,2.34375
TinyStories validation,8,2,1,-0.30128205128205127,-0.329059829059829,-0.05827509355051728,-0.2735042735042734,-3.125
TinyStories validation,8,3,1,0.4258928571428573,0.4258928571428572,0.06103159247690615,0.4129870129870128,2.34375
TinyStories validation,8,4,1,1.0120039682539683,0.9842261904761906,0.16048661091230754,0.93015873015873,5.46875
TinyStories validation,8,5,1,0.5285714285714287,0.5285714285714286,0.07744246357546851,0.5428571428571427,3.90625
TinyStories validation,8,6,1,0.5217261904761905,0.5217261904761904,0.07650983984847094,0.5015873015873016,3.125
TinyStories validation,8,7,1,1.1794642857142859,1.1794642857142859,0.1889291533501903,1.184126984126984,7.03125
TinyStories validation,8,8,1,0.5791666666666668,0.5791666666666667,0.08560843952075185,0.6222222222222222,2.34375
TinyStories validation,8,9,1,0.39255952380952364,0.4203373015873014,0.06937909176209668,0.34603174603174613,0.78125
TinyStories validation,8,10,1,-0.2455357142857143,-0.2455357142857143,-0.02912643293081621,-0.2727272727272727,-2.34375
TinyStories validation,8,11,1,-0.1964285714285714,-0.1964285714285714,-0.0468113909974375,-0.19047619047619047,-0.78125
TinyStories validation,8,12,1,0.875,0.875,0.13960840132847774,0.8888888888888888,4.6875
TinyStories validation,8,13,1,-0.37678571428571406,-0.4017857142857142,-0.07075592373173226,-0.24761904761904763,-1.5625
TinyStories validation,8,14,1,-0.48611111111111116,-0.45833333333333337,-0.06309313555932972,-0.4444444444444444,-2.34375
TinyStories validation,8,15,1,0.03125,0.05625000000000002,0.04119826410952123,0.0,0.0
TinyStories validation,8,16,1,0.2619047619047621,0.26190476190476186,0.03916876779159731,0.20952380952380933,0.78125
TinyStories validation,8,17,1,0.617361111111111,0.617361111111111,0.10614209088048418,0.571717171717172,2.34375
TinyStories validation,8,18,1,0.7583333333333333,0.7356060606060606,0.08820782101944862,0.8060606060606059,5.46875
TinyStories validation,8,19,1,-0.19255952380952357,-0.22033730158730158,-0.013476181133336207,-0.1682539682539681,-0.78125
TinyStories validation,8,20,1,0.2574404761904763,0.2574404761904762,0.03623620899304053,0.25396825396825395,1.5625
TinyStories validation,8,21,1,-1.3732142857142857,-1.3232142857142857,-0.19323415665689136,-1.352380952380952,-7.8125
TinyStories validation,8,22,1,0.48750000000000004,0.4875,0.10002029341696,0.47272727272727266,3.90625
TinyStories validation,8,23,1,-0.5152777777777778,-0.5152777777777778,-0.07178905054844904,-0.47272727272727255,-2.34375
TinyStories validation,8,24,1,-0.4027777777777778,-0.4027777777777778,-0.05914374583155474,-0.33333333333333337,-3.125
TinyStories validation,8,25,1,1.0084325396825395,1.0084325396825398,0.1545915909248356,1.0317460317460316,5.46875
TinyStories validation,8,26,1,0.39582570207570217,0.3958257020757021,0.07176884879420597,0.38046398046398033,2.34375
TinyStories validation,8,27,1,0.8651785714285717,0.8651785714285716,0.1303794940178869,0.9523809523809523,5.46875
TinyStories validation,8,28,1,-0.4285714285714286,-0.45634920634920634,-0.07016182772715586,-0.4155844155844155,-3.125
TinyStories validation,8,29,1,0.25982142857142865,0.2598214285714286,0.0416523567162112,0.2822510822510821,1.5625
TinyStories validation,8,30,1,-0.5723214285714288,-0.5723214285714286,-0.06189464187267148,-0.6285714285714283,-3.90625
TinyStories validation,8,31,1,-0.23898809523809528,-0.23898809523809528,-0.02450636093928779,-0.2317460317460316,-1.5625
TinyStories validation,8,32,1,0.022916666666666696,0.02291666666666664,0.00022053907702995756,0.022222222222222365,0.0
TinyStories validation,8,33,1,0.2859217171717172,0.26319444444444445,0.044111253638831546,0.2282828282828281,1.5625
TinyStories validation,8,34,1,0.13065476190476188,0.16190476190476194,0.033848567448857385,0.12669552669552675,0.78125
TinyStories validation,8,35,1,0.324404761904762,0.2688492063492064,0.04721506079000118,0.3145743145743146,2.34375
TinyStories validation,8,36,1,0.37797619047619047,0.3779761904761904,0.059124778621915175,0.3015873015873016,1.5625
TinyStories validation,8,37,1,0.20733225108225106,0.20733225108225103,0.013424772478154295,0.22886002886002887,0.78125
TinyStories validation,8,38,1,0.05208333333333337,0.052083333333333315,0.035167308033687346,0.0505050505050505,0.0
TinyStories validation,8,39,1,-0.2727272727272727,-0.237012987012987,-0.06382874344500486,-0.2727272727272727,-2.34375
TinyStories validation,8,40,1,-0.28809523809523807,-0.28809523809523807,-0.05099111561223525,-0.27936507936507937,-3.125
TinyStories validation,8,41,1,0.05505050505050513,0.02727272727272731,-0.0012622335249368385,0.08282828282828292,-0.78125
TinyStories validation,8,42,1,1.042559523809524,1.042559523809524,0.18102255825262165,0.9907647907647907,7.8125
TinyStories validation,8,43,1,0.03660714285714284,0.03660714285714284,-0.01581306915814272,0.11428571428571455,-0.78125
TinyStories validation,8,44,1,-0.25396825396825407,-0.253968253968254,-0.039706631079465725,-0.25396825396825395,-1.5625
TinyStories validation,8,45,1,0.2901785714285715,0.2901785714285715,0.03758590664078469,0.2857142857142856,1.5625
TinyStories validation,8,46,1,0.38134920634920644,0.3813492063492064,0.06461707943915618,0.34285714285714275,2.34375
TinyStories validation,8,47,1,-0.01130952380952388,-0.01130952380952388,-0.004963831712892275,-0.04126984126984112,-0.78125
TinyStories validation,8,48,1,0.25396825396825407,0.253968253968254,0.027195059660745653,0.25396825396825395,1.5625
TinyStories validation,8,49,1,-0.3511904761904763,-0.3511904761904762,-0.06493567331481712,-0.39942279942279946,-3.125
TinyStories validation,8,50,1,0.798809523809524,0.773809523809524,0.12348383921789965,0.7746031746031743,5.46875
TinyStories validation,8,51,1,-0.06468253968253956,-0.06468253968253951,-0.015359719072177355,-0.02539682539682575,1.5625
TinyStories validation,8,52,1,0.7961309523809523,0.7961309523809523,0.11301278166695074,0.7777777777777777,3.90625
TinyStories validation,8,53,1,-0.08333333333333337,-0.08333333333333331,-0.009362777408662835,-0.11111111111111116,-0.78125
TinyStories validation,8,54,1,0.058630952380952395,0.05863095238095234,0.053421641546083996,0.022222222222222365,0.0
TinyStories validation,8,55,1,0.2599206349206349,0.25992063492063483,0.05654457427581253,0.19047619047619047,0.78125
TinyStories validation,8,56,1,0.22708333333333341,0.2270833333333333,0.01966123715518389,0.24444444444444446,0.78125
TinyStories validation,8,57,1,-0.12481060606060612,-0.12481060606060604,-0.004264354340539699,-0.1838383838383839,-1.5625
TinyStories validation,8,58,1,0.28125,0.28125,0.035600471266275156,0.2727272727272726,0.78125
TinyStories validation,8,59,1,1.0012987012987014,1.0012987012987014,0.12603481083731985,0.9489177489177487,6.25
TinyStories validation,8,60,1,0.6770833333333333,0.6770833333333333,0.13013432934768604,0.6666666666666665,3.125
TinyStories validation,8,61,1,0.6220238095238095,0.5992965367965368,0.07349066260121405,0.6378066378066376,3.90625
TinyStories validation,8,62,1,1.1645833333333333,1.1645833333333333,0.20367859477926092,1.183838383838384,7.8125
TinyStories validation,8,63,1,-0.5174603174603174,-0.5174603174603175,-0.07469793566440436,-0.5044733044733043,-3.90625
TinyStories validation,8,64,1,-0.02767857142857144,-0.027678571428571386,-0.0172605361124383,-0.05714285714285716,-0.78125
TinyStories validation,8,65,1,-1.1369047619047619,-1.1160714285714286,-0.1708946132526844,-1.1428571428571428,-7.03125
TinyStories validation,8,66,1,1.0761904761904764,1.0761904761904764,0.12864355812877268,1.1266955266955268,6.25
TinyStories validation,8,67,1,0.46478174603174616,0.4647817460317461,0.09249622032902258,0.39682539682539675,2.34375
TinyStories validation,8,68,1,-0.4391774891774891,-0.43690476190476196,-0.06368356130021444,-0.4034632034632034,-3.125
TinyStories validation,8,69,1,0.4354166666666667,0.4354166666666667,0.030495912058729355,0.42222222222222205,2.34375
TinyStories validation,8,70,1,0.8189484126984126,0.8189484126984127,0.12347491990048672,0.7965367965367964,4.6875
TinyStories validation,8,71,1,0.04861111111111094,0.04861111111111116,0.006426311783454625,0.11111111111111094,0.0
TinyStories validation,8,72,1,-1.0645833333333332,-1.0895833333333333,-0.18463971716628344,-1.0727272727272728,-7.03125
TinyStories validation,8,73,1,-0.05099206349206353,-0.05099206349206348,-0.024248426195289115,-0.05714285714285716,-0.78125
TinyStories validation,8,74,1,-0.5143939393939393,-0.5143939393939394,-0.08290404544714888,-0.42222222222222205,-2.34375
TinyStories validation,8,75,1,0.6083333333333332,0.6083333333333334,0.11702962459706431,0.5898989898989899,3.90625
TinyStories validation,8,76,1,-0.15208333333333324,-0.15208333333333335,-0.01171922765986036,-0.22828282828282798,-2.34375
TinyStories validation,8,77,1,0.786904761904762,0.786904761904762,0.12550502047812587,0.793362193362193,6.25
TinyStories validation,8,78,1,-0.26666666666666683,-0.2666666666666666,-0.03774717805942094,-0.282828282828283,-2.34375
TinyStories validation,8,79,1,0.5208333333333335,0.5565476190476191,0.07281122190675404,0.5396825396825395,3.125
TinyStories validation,8,80,1,0.0452380952380953,0.045238095238095244,0.05651857049954877,0.0034632034632035014,0.0
TinyStories validation,8,81,1,-0.16309523809523807,-0.19434523809523807,-0.0097177519547283,-0.2187590187590187,-2.34375
TinyStories validation,8,82,1,-0.31785714285714295,-0.3178571428571429,-0.050742873871092595,-0.34285714285714275,-2.34375
TinyStories validation,8,83,1,0.45457251082251093,0.4233225108225109,0.08976884741527971,0.44733044733044713,3.125
TinyStories validation,8,84,1,0.27827380952380953,0.3139880952380953,0.02047340348588949,0.30447330447330434,2.34375
TinyStories validation,8,85,1,0.07301587301587298,0.10873015873015879,0.013754618721237843,0.053968253968254,0.0
TinyStories validation,8,86,1,0.13958333333333328,0.13958333333333334,-0.004800702504852289,0.11111111111111116,0.78125
TinyStories validation,8,87,1,0.3833333333333333,0.3798611111111111,0.06808300149865168,0.3111111111111109,1.5625
TinyStories validation,8,88,1,0.5867153679653679,0.586715367965368,0.08301309803532145,0.577200577200577,4.6875
TinyStories validation,8,89,1,-0.411607142857143,-0.41160714285714284,-0.056901388538891685,-0.4539682539682539,-3.125
TinyStories validation,8,90,1,0.06646825396825418,0.06646825396825395,0.017852043674302806,0.031746031746031855,0.78125
TinyStories validation,8,91,1,-0.04017857142857151,-0.04017857142857134,0.0020675980782709907,0.03174603174603163,0.0
TinyStories validation,8,92,1,0.3080357142857143,0.3080357142857143,0.0032353654858081338,0.33333333333333326,1.5625
TinyStories validation,8,93,1,-0.8362103174603175,-0.8049603174603175,-0.16980722454915453,-0.8378066378066376,-5.46875
TinyStories validation,8,94,1,-0.24732142857142847,-0.24732142857142864,-0.04053444757990757,-0.21558441558441555,-1.5625
TinyStories validation,8,95,1,-0.314484126984127,-0.2832341269841271,-0.03139278525180005,-0.336219336219336,-2.34375
TinyStories validation,8,96,1,1.6092261904761904,1.6092261904761904,0.2950314225515839,1.536219336219336,10.9375
TinyStories validation,8,97,1,-0.19920634920634928,-0.19920634920634916,-0.048930070678550326,-0.19047619047619047,-0.78125
TinyStories validation,8,98,1,-0.14166666666666672,-0.14166666666666666,-0.04353025394251775,-0.16161616161616155,-1.5625
TinyStories validation,8,99,1,0.45833333333333337,0.4583333333333333,0.07482784228046294,0.4444444444444444,2.34375
TinyStories validation,8,100,1,0.8104166666666669,0.8104166666666668,0.11256670948275563,0.8507936507936507,5.46875
TinyStories validation,8,101,1,-0.23095238095238102,-0.23095238095238096,0.008549269589626735,-0.28888888888888875,-2.34375
TinyStories validation,8,102,1,-0.20625000000000004,-0.20625,-0.042615235749472194,-0.19999999999999996,-1.5625
TinyStories validation,8,103,1,-0.4801587301587301,-0.4801587301587302,-0.06515432057145548,-0.4444444444444444,-2.34375
TinyStories validation,8,104,1,0.8738095238095239,0.8788600288600289,0.145213248222262,0.847330447330447,6.25
TinyStories validation,8,105,1,0.03115079365079365,0.031150793650793596,-0.013577916042738752,0.05714285714285716,0.78125
TinyStories validation,8,106,1,0.36369047619047634,0.33244047619047623,0.03729869449209072,0.47619047619047605,2.34375
TinyStories validation,8,107,1,0.02768759018759015,0.027687590187590233,-0.012278476465742781,0.03174603174603163,0.0
TinyStories validation,8,108,1,-0.3159722222222222,-0.3159722222222222,-0.03795426122986375,-0.33333333333333326,-1.5625
TinyStories validation,8,109,1,0.39375000000000004,0.36597222222222225,0.08152798973791958,0.4222222222222223,3.125
TinyStories validation,8,110,1,-0.34017857142857144,-0.3401785714285714,-0.05424656125349121,-0.32987012987012987,-3.125
TinyStories validation,8,111,1,1.2404761904761905,1.2404761904761905,0.19208797689143267,1.2028860028860027,7.8125
TinyStories validation,8,112,1,0.7186507936507937,0.7186507936507935,0.13409395237203786,0.7238095238095237,3.90625
TinyStories validation,8,113,1,0.8779761904761904,0.8779761904761905,0.15329530553545972,0.857142857142857,3.90625
TinyStories validation,8,114,1,0.22232142857142845,0.2223214285714285,0.005353513356562145,0.18095238095238098,0.0
TinyStories validation,8,115,1,0.3520833333333334,0.3520833333333333,0.04917277474082659,0.3111111111111111,2.34375
TinyStories validation,8,116,1,0.523809523809524,0.47835497835497837,0.07899633995735228,0.5079365079365079,3.125
TinyStories validation,8,117,1,0.33690476190476193,0.33690476190476193,0.04788679948318285,0.3266955266955267,2.34375
TinyStories validation,8,118,1,0.46171536796536794,0.461715367965368,0.08097922502334268,0.4949494949494949,4.6875
TinyStories validation,8,119,1,-0.2702380952380953,-0.2702380952380953,-0.07063790969899028,-0.2317460317460316,-1.5625
TinyStories validation,8,120,1,0.2895833333333334,0.2895833333333333,0.024142268843155734,0.3111111111111111,2.34375
TinyStories validation,8,121,1,0.0357142857142857,0.0357142857142857,-0.014966199104302247,0.0,0.0
