domain,gamma,prompt_index,cluster_id,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
WikiText-103 test OOD,4,60,30,-0.4743055555555554,-0.4743055555555556,-0.14169859514687103,-0.4565656565656565,-4.6875
WikiText-103 test OOD,4,61,30,0.09583333333333321,0.09583333333333338,0.06329279556650245,0.044444444444444176,0.0
WikiText-103 test OOD,4,62,31,0.13888888888888884,0.1388888888888889,0.03359810738842994,0.16161616161616155,1.5625
WikiText-103 test OOD,4,63,31,-0.07222222222222208,-0.04444444444444451,-0.02458994708994712,-0.07272727272727275,-0.78125
WikiText-103 test OOD,4,64,32,0.14583333333333337,0.14583333333333331,0.03466235182030512,0.17171717171717182,1.5625
WikiText-103 test OOD,4,65,32,-0.15277777777777768,-0.1527777777777778,-0.042746616809116816,-0.1777777777777776,-1.5625
WikiText-103 test OOD,4,66,32,0.51875,0.49097222222222225,0.18092958358303624,0.5333333333333333,4.6875
WikiText-103 test OOD,4,67,33,-0.5083333333333333,-0.4875,-0.17559896980736847,-0.48282828282828283,-4.6875
WikiText-103 test OOD,4,68,33,0.002083333333333326,-0.025694444444444464,-0.02156839324358506,-0.022222222222222254,-0.78125
WikiText-103 test OOD,4,69,34,0.27301587301587305,0.298015873015873,0.10350249840738973,0.2378066378066379,1.5625
WikiText-103 test OOD,4,70,34,-0.26388888888888884,-0.2638888888888889,-0.07579581326626655,-0.2828282828282829,-3.125
WikiText-103 test OOD,4,71,35,-0.02499999999999991,-0.025000000000000022,-0.012836053737478023,0.0,0.0
WikiText-103 test OOD,4,72,35,0.32013888888888875,0.3201388888888889,0.13550277308898,0.28888888888888875,2.34375
WikiText-103 test OOD,4,73,36,0.2643939393939393,0.2643939393939394,0.11292704342273309,0.2343434343434343,2.34375
WikiText-103 test OOD,4,74,36,0.3868055555555555,0.38680555555555557,0.1274410774410774,0.37777777777777755,3.125
WikiText-103 test OOD,4,75,37,-0.05795454545454537,-0.05795454545454548,-0.03792393575659704,-0.012121212121212088,0.0
WikiText-103 test OOD,4,76,37,-0.04564393939393929,-0.04564393939393943,-0.011158652711767275,-0.022222222222222254,-0.78125
WikiText-103 test OOD,4,77,38,-0.11111111111111116,-0.1111111111111111,-0.057510927076144455,-0.11111111111111116,-0.78125
WikiText-103 test OOD,4,78,38,0.125,0.125,0.03268985165536889,0.1272727272727272,0.78125
WikiText-103 test OOD,4,79,39,0.15010683760683757,0.1501068376068376,0.05286849314067058,0.17249417249417254,2.34375
WikiText-103 test OOD,4,80,39,-0.21765873015873016,-0.2384920634920635,-0.07555250305250302,-0.18412698412698403,-2.34375
WikiText-103 test OOD,4,81,39,0.2597222222222223,0.23888888888888882,0.06421987598458183,0.33333333333333337,3.125
WikiText-103 test OOD,4,82,40,-0.517667748917749,-0.5176677489177489,-0.17487339795807538,-0.5145743145743146,-3.90625
WikiText-103 test OOD,4,83,40,0.02847222222222212,0.028472222222222232,0.026053328855052987,0.0,0.0
WikiText-103 test OOD,4,84,41,-0.10833333333333317,-0.08333333333333337,-0.033713939831848616,-0.050505050505050386,-0.78125
WikiText-103 test OOD,4,85,41,-0.0854166666666667,-0.08541666666666664,-0.007878324254603011,-0.08282828282828303,-0.78125
WikiText-103 test OOD,4,86,42,0.21458333333333346,0.2145833333333333,0.05195038612483115,0.23838383838383836,1.5625
WikiText-103 test OOD,4,87,42,-0.43939393939393934,-0.43939393939393945,-0.15356182795698925,-0.43434343434343425,-3.90625
WikiText-103 test OOD,4,88,43,0.1416666666666665,0.14166666666666672,0.06233421750663129,0.0888888888888888,0.78125
WikiText-103 test OOD,4,89,43,-0.3643939393939394,-0.33661616161616165,-0.12396681418420546,-0.3616161616161615,-3.125
WikiText-103 test OOD,4,90,44,-0.2616161616161614,-0.23661616161616164,-0.09381151256151256,-0.2343434343434343,-2.34375
WikiText-103 test OOD,4,91,44,0.16746794871794862,0.14474067599067605,0.03756868131868128,0.16239316239316226,2.34375
WikiText-103 test OOD,4,92,45,0.28125,0.28125,0.07698550278432212,0.2727272727272727,2.34375
WikiText-103 test OOD,4,93,45,-0.09393939393939388,-0.09393939393939396,-0.03557757174796938,-0.0888888888888888,-0.78125
WikiText-103 test OOD,4,94,46,0.13669871794871796,0.13669871794871793,0.014857777678021974,0.1325563325563327,0.78125
WikiText-103 test OOD,4,95,46,0.49823232323232314,0.49823232323232325,0.1401507788806176,0.523232323232323,4.6875
WikiText-103 test OOD,4,96,46,-0.31300505050505045,-0.31300505050505056,-0.13417486663997602,-0.2787878787878789,-3.125
WikiText-103 test OOD,4,97,47,-0.02708333333333346,-0.002083333333333326,0.013622181964573252,-0.0505050505050505,0.0
WikiText-103 test OOD,4,98,47,0.0,0.022727272727272707,0.005400684201782635,0.0,0.0
WikiText-103 test OOD,4,99,48,-0.10536616161616164,-0.10536616161616161,-0.04720392329087983,-0.16161616161616155,-1.5625
WikiText-103 test OOD,4,100,48,0.01388888888888884,0.013888888888888895,0.0025906997414350125,0.016161616161616044,0.0
WikiText-103 test OOD,4,101,49,0.24999999999999994,0.2777777777777778,0.09216046424464276,0.2222222222222222,2.34375
WikiText-103 test OOD,4,102,49,-0.3374999999999999,-0.3375,-0.12905858491412486,-0.33333333333333337,-3.125
WikiText-103 test OOD,4,103,50,0.18958333333333333,0.18958333333333333,0.08152911868241705,0.1838383838383839,1.5625
WikiText-103 test OOD,4,104,50,-0.16874999999999996,-0.16875,-0.05510654472167548,-0.1393939393939393,-0.78125
WikiText-103 test OOD,4,105,51,-0.0888888888888888,-0.0888888888888889,-0.016757605820105825,-0.0888888888888888,-0.78125
WikiText-103 test OOD,4,106,51,-0.19275932400932388,-0.21775932400932402,-0.07511054134038002,-0.14623154623154622,-2.34375
WikiText-103 test OOD,4,107,52,-0.4481060606060605,-0.4481060606060606,-0.16768560246679315,-0.4161616161616163,-4.6875
WikiText-103 test OOD,4,108,52,-0.22499999999999987,-0.22500000000000003,-0.10583723627904662,-0.19393939393939408,-2.34375
WikiText-103 test OOD,4,109,52,-0.35496794871794873,-0.32996794871794877,-0.11448329818741389,-0.36845376845376854,-3.90625
WikiText-103 test OOD,4,110,53,-0.05902777777777779,-0.03402777777777777,-0.013864942528735658,0.0,0.0
WikiText-103 test OOD,4,111,53,-0.10208333333333319,-0.10208333333333336,-0.009899776149776149,-0.15555555555555522,-1.5625
WikiText-103 test OOD,4,112,54,0.025000000000000133,0.024999999999999967,0.0014048531289910654,0.07272727272727275,0.78125
WikiText-103 test OOD,4,113,54,-0.3666666666666666,-0.39166666666666666,-0.1440139305347326,-0.3555555555555556,-3.90625
WikiText-103 test OOD,4,114,55,0.05833333333333335,0.05833333333333335,0.005792729496845145,0.050505050505050386,0.78125
WikiText-103 test OOD,4,115,55,0.11666666666666642,0.11666666666666672,0.0533547710271848,0.06666666666666654,0.0
WikiText-103 test OOD,4,116,56,-0.7743055555555555,-0.7743055555555556,-0.2664132742257742,-0.7838383838383837,-7.03125
WikiText-103 test OOD,4,117,56,0.10467171717171708,0.10467171717171722,0.055246104354488665,0.028282828282828132,0.0
WikiText-103 test OOD,4,118,57,-0.10525030525030543,-0.12448107448107451,-0.03853096794273264,-0.11379731379731395,0.0
WikiText-103 test OOD,4,119,58,-0.16388888888888875,-0.16388888888888892,-0.06832862272239357,-0.16161616161616155,-1.5625
WikiText-103 test OOD,4,120,58,-0.11944444444444446,-0.11944444444444446,-0.04587962962962962,-0.0888888888888888,-0.78125
WikiText-103 test OOD,4,121,59,-0.4936674436674436,-0.47094017094017093,-0.15323522314623536,-0.5078477078477077,-5.46875
WikiText-103 test OOD,4,122,59,-0.4166666666666666,-0.4166666666666667,-0.15448095167922754,-0.38383838383838376,-3.90625
WikiText-103 test OOD,4,123,60,-0.21666666666666667,-0.16893939393939394,-0.053802799701019935,-0.2343434343434343,-2.34375
WikiText-103 test OOD,4,124,60,-0.7355235042735042,-0.7355235042735043,-0.25121654965404966,-0.7462315462315461,-7.03125
WikiText-103 test OOD,4,125,60,-0.375,-0.375,-0.1474327940196568,-0.33333333333333337,-3.125
WikiText-103 test OOD,4,126,61,-0.39217171717171706,-0.39217171717171717,-0.11657706093189964,-0.4121212121212119,-3.90625
WikiText-103 test OOD,4,127,61,-0.2664772727272726,-0.2645833333333334,-0.10229955030601584,-0.21212121212121204,-1.5625
WikiText-103 test OOD,8,0,0,0.002083333333333326,-0.02064393939393938,0.0030334791001836586,-0.0383838383838383,1.5625
WikiText-103 test OOD,8,1,0,0.23124999999999996,0.23125,0.06466108680933189,0.19999999999999996,1.5625
WikiText-103 test OOD,8,2,0,0.4579365079365081,0.45793650793650803,0.07548014946304926,0.43520923520923516,2.34375
WikiText-103 test OOD,8,3,1,-0.2529761904761906,-0.2529761904761905,-0.039152812564928696,-0.17460317460317454,-2.34375
WikiText-103 test OOD,8,4,1,0.2785714285714287,0.2785714285714286,0.0400238800012083,0.27012987012987,1.5625
WikiText-103 test OOD,8,5,2,-0.4636904761904762,-0.491468253968254,-0.06523162030096065,-0.4539682539682537,-2.34375
WikiText-103 test OOD,8,6,2,-0.45238095238095233,-0.4523809523809524,-0.08853006344952963,-0.4444444444444444,-2.34375
WikiText-103 test OOD,8,7,3,-0.049107142857142905,-0.049107142857142905,0.014535825730074045,-0.08225108225108213,0.0
WikiText-103 test OOD,8,8,3,0.36547619047619057,0.3654761904761904,0.05132082380518532,0.3399711399711399,0.0
WikiText-103 test OOD,8,9,4,0.2977272727272726,0.29772727272727273,0.05007752910295282,0.2727272727272727,2.34375
WikiText-103 test OOD,8,10,4,0.061210317460317354,0.08621031746031749,0.023832471293688817,0.03174603174603163,0.0
WikiText-103 test OOD,8,11,5,-0.3458333333333333,-0.3458333333333333,-0.06756626478734601,-0.3111111111111111,-2.34375
WikiText-103 test OOD,8,12,5,-0.15625,-0.15625,-0.005857374389053288,-0.1272727272727272,-0.78125
WikiText-103 test OOD,8,13,6,0.25129870129870135,0.2721320346320346,0.028885488417003502,0.22164502164502142,0.78125
WikiText-103 test OOD,8,14,6,0.030456349206349376,0.02558621933621935,0.01694793844988922,0.04415584415584406,-0.78125
WikiText-103 test OOD,8,15,6,0.7111187423687424,0.7231379731379732,0.09796804678135834,0.7814407814407813,6.25
WikiText-103 test OOD,8,16,7,-0.3402777777777778,-0.3402777777777778,-0.04723340917965562,-0.2727272727272727,-2.34375
WikiText-103 test OOD,8,17,7,0.02251082251082248,0.022510822510822592,0.007313047769260027,0.019624819624819545,0.0
WikiText-103 test OOD,8,18,8,0.12550505050505045,0.15050505050505047,0.019620799257771507,0.07272727272727275,0.78125
WikiText-103 test OOD,8,19,8,0.1227272727272728,0.12272727272727271,0.012930879113204868,0.1454545454545455,1.5625
WikiText-103 test OOD,8,20,9,-0.09166666666666667,-0.06388888888888894,-0.001880853992693221,-0.0888888888888888,-0.78125
WikiText-103 test OOD,8,21,9,-0.3947330447330448,-0.3947330447330447,-0.05361808814173494,-0.43174603174603154,-3.125
WikiText-103 test OOD,8,22,10,-0.47272727272727266,-0.4727272727272727,-0.1209711972887284,-0.406060606060606,-2.34375
WikiText-103 test OOD,8,23,10,-0.005662393162393198,0.02211538461538462,0.006085871203519024,0.02144522144522154,0.0
WikiText-103 test OOD,8,24,11,-0.48263888888888884,-0.4868055555555555,-0.06160952659605774,-0.4949494949494949,-4.6875
WikiText-103 test OOD,8,25,11,-0.030654761904762018,-0.030654761904761907,-0.013715609611043247,-0.053968253968254,0.0
WikiText-103 test OOD,8,26,12,-0.003479853479853301,-0.0034798534798534675,-0.0013765487893245346,-0.003374403374403423,-1.5625
WikiText-103 test OOD,8,27,12,0.8577380952380952,0.8577380952380953,0.1040377309846058,0.8317460317460317,3.90625
WikiText-103 test OOD,8,28,13,0.3458333333333333,0.3458333333333333,0.0661831564281655,0.3111111111111111,2.34375
WikiText-103 test OOD,8,29,13,0.8328373015873017,0.8328373015873016,0.13830133081641213,0.7806637806637806,5.46875
WikiText-103 test OOD,8,30,13,-0.09821428571428581,-0.07043650793650791,-0.057951766862782646,-0.060606060606060774,0.0
WikiText-103 test OOD,8,31,14,0.5044642857142856,0.5461309523809523,0.07215699177047862,0.4949494949494948,3.125
WikiText-103 test OOD,8,32,15,-0.7575487012987012,-0.7825487012987014,-0.12851395264011892,-0.6883116883116882,-5.46875
WikiText-103 test OOD,8,33,15,-0.5416666666666666,-0.5416666666666667,-0.0769018308875398,-0.5555555555555556,-5.46875
WikiText-103 test OOD,8,34,16,-0.25902777777777775,-0.25902777777777775,-0.03560096259046773,-0.3111111111111111,-2.34375
WikiText-103 test OOD,8,35,16,0.5674603174603174,0.5362103174603174,0.07935165392944837,0.577200577200577,4.6875
WikiText-103 test OOD,8,36,17,-0.33184523809523814,-0.3318452380952382,-0.045885798386235535,-0.39682539682539675,-2.34375
WikiText-103 test OOD,8,37,17,0.7437499999999999,0.74375,0.13138612958297194,0.6727272727272726,5.46875
WikiText-103 test OOD,8,38,18,-0.8169642857142858,-0.8169642857142858,-0.12994677217351047,-0.831168831168831,-6.25
WikiText-103 test OOD,8,39,18,-0.14077380952380947,-0.14077380952380947,-0.03706549584272727,-0.13650793650793647,-0.78125
WikiText-103 test OOD,8,40,19,0.8,0.7791666666666667,0.12236117703618843,0.7555555555555554,5.46875
WikiText-103 test OOD,8,41,19,-1.0022893772893773,-1.0022893772893773,-0.14835066096451108,-0.9719169719169719,-8.59375
WikiText-103 test OOD,8,42,20,0.7857142857142858,0.7857142857142858,0.11607236884193066,0.7619047619047618,5.46875
WikiText-103 test OOD,8,43,20,-0.5797619047619049,-0.5797619047619048,-0.08264164114573952,-0.5968253968253967,-3.90625
WikiText-103 test OOD,8,44,20,0.31746031746031744,0.3174603174603175,0.026122884773503496,0.30447330447330434,2.34375
WikiText-103 test OOD,8,45,21,-0.34375,-0.34375,-0.08297238849100552,-0.33333333333333337,-3.125
WikiText-103 test OOD,8,46,21,0.06726190476190474,0.06726190476190474,0.021948180033838006,0.09552669552669546,1.5625
WikiText-103 test OOD,8,47,22,-0.31944444444444453,-0.3194444444444444,-0.061702310725331076,-0.2828282828282829,-0.78125
WikiText-103 test OOD,8,48,22,0.1686507936507936,0.1686507936507936,0.034539112112998004,0.19047619047619047,0.78125
WikiText-103 test OOD,8,49,23,0.0,0.0,0.010121844714897452,0.0,0.0
WikiText-103 test OOD,8,50,23,0.6312499999999999,0.6312500000000001,0.12917152211807978,0.5333333333333332,3.125
WikiText-103 test OOD,8,51,24,-0.5217261904761904,-0.5217261904761905,-0.10303867864658137,-0.4409812409812408,-3.125
WikiText-103 test OOD,8,52,24,0.699404761904762,0.6994047619047619,0.11974717832222145,0.6539682539682539,4.6875
WikiText-103 test OOD,8,53,25,0.2729166666666668,0.27291666666666664,0.030691682979254238,0.28888888888888875,2.34375
WikiText-103 test OOD,8,54,25,0.20287698412698418,0.2256042568542569,0.035060109553948324,0.1428571428571428,0.78125
WikiText-103 test OOD,8,55,26,-0.27380952380952395,-0.30158730158730157,-0.04029134855850883,-0.22510822510822504,-2.34375
WikiText-103 test OOD,8,56,26,0.3928571428571429,0.3701298701298702,0.0558565624813485,0.4155844155844155,3.125
WikiText-103 test OOD,8,57,27,0.046527777777777835,0.04652777777777778,0.011129475660772825,0.07272727272727275,0.78125
WikiText-103 test OOD,8,58,27,0.5008928571428573,0.5008928571428573,0.09737386351780268,0.48571428571428554,3.125
WikiText-103 test OOD,8,59,27,0.22916666666666663,0.20833333333333334,0.01587232372563554,0.2222222222222222,2.34375
WikiText-103 test OOD,8,60,30,0.2562500000000001,0.2789772727272727,0.05222364045574352,0.2727272727272726,0.78125
WikiText-103 test OOD,8,61,30,0.22619047619047628,0.22619047619047622,0.01307169485244808,0.25396825396825395,1.5625
WikiText-103 test OOD,8,62,31,-0.8547619047619048,-0.8547619047619048,-0.12409251826847498,-0.8634920634920635,-7.03125
WikiText-103 test OOD,8,63,31,0.1191378066378066,0.1191378066378066,0.03433456647201467,0.1298701298701299,1.5625
WikiText-103 test OOD,8,64,32,0.17032828282828294,0.142550505050505,0.00877220615900648,0.13333333333333353,0.78125
WikiText-103 test OOD,8,65,32,0.03750000000000009,0.06527777777777777,0.001768741683262652,0.06666666666666654,0.0
WikiText-103 test OOD,8,66,32,0.9178571428571427,0.9178571428571429,0.13981581154524766,0.9206349206349206,6.25
WikiText-103 test OOD,8,67,33,-0.5173611111111112,-0.5173611111111112,-0.11273165502064918,-0.4444444444444444,-2.34375
WikiText-103 test OOD,8,68,33,0.05624999999999991,0.1039772727272727,0.039079096391722155,0.0,0.0
WikiText-103 test OOD,8,69,34,-0.18839285714285714,-0.2133928571428571,-0.022918992204796193,-0.21269841269841283,-0.78125
WikiText-103 test OOD,8,70,34,-0.13829365079365097,-0.13829365079365075,-0.02581140129821103,-0.12063492063492065,-1.5625
WikiText-103 test OOD,8,71,35,0.5596320346320346,0.5346320346320347,0.10374414409061387,0.5266955266955267,3.90625
WikiText-103 test OOD,8,72,35,0.26041666666666663,0.2604166666666667,0.050990619300549045,0.2222222222222222,2.34375
WikiText-103 test OOD,8,73,36,-0.6061507936507937,-0.6061507936507937,-0.08424993702237776,-0.619047619047619,-4.6875
WikiText-103 test OOD,8,74,36,0.925,0.925,0.15352283114666032,0.8666666666666665,4.6875
WikiText-103 test OOD,8,75,37,0.75,0.75,0.13631615116018586,0.7333333333333332,4.6875
WikiText-103 test OOD,8,76,37,1.2077380952380954,1.2077380952380952,0.16974542057668518,1.2317460317460316,7.03125
WikiText-103 test OOD,8,77,38,0.6987179487179487,0.6987179487179488,0.1384547551543388,0.7179487179487178,5.46875
WikiText-103 test OOD,8,78,38,1.2756944444444445,1.2756944444444445,0.17819999677131962,1.2505050505050503,7.8125
WikiText-103 test OOD,8,79,39,0.11438492063492078,0.11438492063492067,0.03598335462084777,0.1428571428571428,0.78125
WikiText-103 test OOD,8,80,39,-0.5645833333333332,-0.5395833333333333,-0.09141971077792493,-0.523232323232323,-4.6875
WikiText-103 test OOD,8,81,39,-0.311111111111111,-0.28611111111111115,-0.0369600536455501,-0.2606060606060605,-0.78125
WikiText-103 test OOD,8,82,40,-0.07481060606060597,-0.0748106060606061,-0.02500910933588961,-0.050505050505050386,-0.78125
WikiText-103 test OOD,8,83,40,-0.14583333333333326,-0.14583333333333337,-0.019457704727880915,-0.11111111111111105,-1.5625
WikiText-103 test OOD,8,84,41,-0.8476280663780665,-0.8476280663780664,-0.14300262829202648,-0.7806637806637806,-5.46875
WikiText-103 test OOD,8,85,41,0.2583333333333333,0.25833333333333336,0.027882088602839812,0.25050505050505034,2.34375
WikiText-103 test OOD,8,86,42,0.27827380952380965,0.27827380952380953,0.04843561262496676,0.365079365079365,0.78125
WikiText-103 test OOD,8,87,42,0.023809523809523725,0.02380952380952378,-0.0003985580053663465,0.02886002886002892,-0.78125
WikiText-103 test OOD,8,88,43,-0.08690476190476193,-0.05565476190476193,-0.03135489988969302,-0.053968253968254,0.0
WikiText-103 test OOD,8,89,43,1.0011904761904762,1.0011904761904762,0.14053992357052575,1.0216450216450215,7.03125
WikiText-103 test OOD,8,90,44,0.1702380952380953,0.17023809523809524,0.04765621656283247,0.16507936507936516,0.78125
WikiText-103 test OOD,8,91,44,-0.2110119047619048,-0.21101190476190473,-0.019254300461651712,-0.23492063492063475,-2.34375
WikiText-103 test OOD,8,92,45,0.5051677489177491,0.505167748917749,0.08237471939638832,0.5266955266955267,3.90625
WikiText-103 test OOD,8,93,45,0.08680555555555558,0.06407828282828279,0.0019363507090818313,0.11111111111111116,0.78125
WikiText-103 test OOD,8,94,46,-0.5902777777777778,-0.5902777777777778,-0.0876999897413387,-0.5454545454545454,-4.6875
WikiText-103 test OOD,8,95,46,0.3313492063492064,0.3313492063492064,0.05434369818994455,0.27012987012987,1.5625
WikiText-103 test OOD,8,96,46,0.42361111111111116,0.4236111111111111,0.05398220727603481,0.38383838383838387,3.125
WikiText-103 test OOD,8,97,47,1.5407738095238095,1.5407738095238095,0.2446920523772764,1.5206349206349203,9.375
WikiText-103 test OOD,8,98,47,0.2895833333333334,0.2895833333333333,0.05543147186352452,0.3111111111111111,2.34375
WikiText-103 test OOD,8,99,48,-0.7164772727272728,-0.7164772727272727,-0.11772979427400623,-0.6727272727272726,-5.46875
WikiText-103 test OOD,8,100,48,0.7702380952380953,0.7702380952380952,0.11424497373093799,0.7873015873015872,4.6875
WikiText-103 test OOD,8,101,49,0.40535714285714286,0.4053571428571429,0.08048910816704774,0.34285714285714275,2.34375
WikiText-103 test OOD,8,102,49,-0.13660714285714282,-0.15933441558441563,-0.03664174585918285,-0.1428571428571428,-0.78125
WikiText-103 test OOD,8,103,50,0.375,0.375,0.05216643194046946,0.33333333333333326,1.5625
WikiText-103 test OOD,8,104,50,0.27033730158730174,0.2703373015873016,0.05614096359420456,0.2352092352092352,0.78125
WikiText-103 test OOD,8,105,51,-0.5723214285714285,-0.5723214285714286,-0.09603878714467082,-0.565079365079365,-4.6875
WikiText-103 test OOD,8,106,51,-1.018154761904762,-0.993154761904762,-0.12929464820750122,-0.9873015873015871,-6.25
WikiText-103 test OOD,8,107,52,0.31398809523809523,0.3139880952380953,0.0513558234687928,0.30447330447330434,2.34375
WikiText-103 test OOD,8,108,52,0.016071428571428514,0.016071428571428625,0.02195244767075874,0.01558441558441559,0.0
WikiText-103 test OOD,8,109,52,-0.19038461538461532,-0.19038461538461537,-0.03247902778940443,-0.18461538461538463,-2.34375
WikiText-103 test OOD,8,110,53,0.5723214285714286,0.5723214285714286,0.09228537787615748,0.6155844155844155,4.6875
WikiText-103 test OOD,8,111,53,0.24166666666666659,0.2416666666666667,0.03717981977667208,0.24444444444444446,0.78125
WikiText-103 test OOD,8,112,54,0.508829365079365,0.5088293650793652,0.08013431898581029,0.5549783549783547,4.6875
WikiText-103 test OOD,8,113,54,-0.3169642857142857,-0.3169642857142857,-0.05597041404553175,-0.2727272727272727,-2.34375
WikiText-103 test OOD,8,114,55,-0.27083333333333326,-0.2458333333333334,-0.05433365978715105,-0.23838383838383825,-2.34375
WikiText-103 test OOD,8,115,55,0.44791666666666663,0.4479166666666667,0.078149531444832,0.43434343434343425,3.90625
WikiText-103 test OOD,8,116,56,0.3253968253968255,0.3205266955266956,0.04814654083101785,0.37085137085137077,1.5625
WikiText-103 test OOD,8,117,56,-0.12291666666666679,-0.12291666666666662,-0.0160907015887415,-0.14949494949494957,-0.78125
WikiText-103 test OOD,8,118,57,0.7270833333333334,0.7270833333333333,0.13481720161621358,0.7050505050505049,3.125
WikiText-103 test OOD,8,119,58,0.19027777777777793,0.21111111111111108,0.0447424216074525,0.1777777777777777,0.78125
WikiText-103 test OOD,8,120,58,0.23124999999999996,0.23125,0.03609973304868701,0.19999999999999996,1.5625
WikiText-103 test OOD,8,121,59,0.2966269841269842,0.3216269841269841,0.047274221498310696,0.3145743145743146,2.34375
WikiText-103 test OOD,8,122,59,0.38541666666666663,0.3854166666666667,0.04391285355532009,0.4444444444444444,2.34375
WikiText-103 test OOD,8,123,60,-0.06527777777777799,-0.06527777777777799,0.003727107248779088,-0.04444444444444462,1.5625
WikiText-103 test OOD,8,124,60,-0.2230235042735042,-0.22302350427350426,-0.016076496419361222,-0.2735042735042734,-3.125
WikiText-103 test OOD,8,125,60,-0.9819444444444446,-0.9819444444444445,-0.14020422542792324,-0.9555555555555555,-6.25
WikiText-103 test OOD,8,126,61,-1.2903950216450217,-1.2903950216450217,-0.21330155007988905,-1.2216450216450214,-10.15625
WikiText-103 test OOD,8,127,61,-0.15763888888888888,-0.15763888888888894,-0.03703401575173233,-0.14949494949494935,0.0
